"PDF","LONG_SPAT","SPECIES","TREAT_BASELINE","CONTROL_BASELINE","TREAT_POST","CONTROL_POST","UNIT","SEASON","SAMPLING","INTERVENTION","COUNTRY","MONTH_START","MONTH_END","TREAT_BASELINE_NSAMP","CONTROL_BASELINE_NSAMP","TREAT_POST_NSAMP","CONTROL_POST_NSAMP"
"6168","spatial","funestus",NA,NA,NA,2,"count/month","rainy","MBI","IRS","Madagascar","1","1",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,1,6,"count/month","rainy","MBI","IRS","Madagascar","2","2",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,36,152,"count/month","rainy","MBO","IRS","Madagascar","3","3",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,13,177,"count/month","rainy","MBO","IRS","Madagascar","4","4",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,222,"count/month","dry","MBO","IRS","Madagascar","5","5",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,230,"count/month","dry","MBO","IRS","Madagascar","6","6",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,34,"count/month","dry","MBO","IRS","Madagascar","7","7",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,30,"count/month","dry","MBO","IRS","Madagascar","8","8",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,6,"count/month","dry","MBO","IRS","Madagascar","9","9",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,1,3,"count/month","dry","MBO","IRS","Madagascar","10","10",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,2,33,"count/month","rainy","MBO","IRS","Madagascar","11","11",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,4,30,"count/month","rainy","MBO","IRS","Madagascar","12","12",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,5,96,"count/month","rainy","MBO","IRS","Madagascar","1","1",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,5,63,"count/month","rainy","MBO","IRS","Madagascar","2","2",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,4,191,"count/month","rainy","MBO","IRS","Madagascar","3","3",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,7,248,"count/month","rainy","MBO","IRS","Madagascar","4","4",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,5,150,"count/month","dry","MBO","IRS","Madagascar","5","5",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,54,"count/month","dry","MBO","IRS","Madagascar","6","6",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,44,"count/month","dry","MBO","IRS","Madagascar","7","7",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,24,"count/month","dry","MBO","IRS","Madagascar","8","8",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,11,"count/month","dry","MBO","IRS","Madagascar","9","9",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,NA,"count/month","dry","MBO","IRS","Madagascar","10","10",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,1,34,"count/month","rainy","MBO","IRS","Madagascar","11","11",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,1,56,"count/month","rainy","MBO","IRS","Madagascar","12","12",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,2,39,"count/month","rainy","MBO","IRS","Madagascar","1","1",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,7,35,"count/month","rainy","MBO","IRS","Madagascar","2","2",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,79,166,"count/month","rainy","HRI","IRS","Madagascar","3","3",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,124,"count/month","rainy","HRI","IRS","Madagascar","4","4",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,288,"count/month","dry","HRI","IRS","Madagascar","5","5",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,86,"count/month","dry","HRI","IRS","Madagascar","6","6",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,32,"count/month","dry","HRI","IRS","Madagascar","7","7",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,9,"count/month","dry","HRI","IRS","Madagascar","8","8",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,8,"count/month","dry","HRI","IRS","Madagascar","9","9",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,3,"count/month","dry","HRI","IRS","Madagascar","10","10",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,7,"count/month","rainy","HRI","IRS","Madagascar","11","11",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,1,24,"count/month","rainy","HRI","IRS","Madagascar","12","12",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,51,"count/month","rainy","HRI","IRS","Madagascar","1","1",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,17,"count/month","rainy","HRI","IRS","Madagascar","2","2",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,15,"count/month","rainy","HRI","IRS","Madagascar","3","3",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,131,"count/month","rainy","HRI","IRS","Madagascar","4","4",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,3,117,"count/month","dry","HRI","IRS","Madagascar","5","5",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,41,"count/month","dry","HRI","IRS","Madagascar","6","6",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,103,"count/month","dry","HRI","IRS","Madagascar","7","7",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,1,9,"count/month","dry","HRI","IRS","Madagascar","8","8",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,1,2,"count/month","dry","HRI","IRS","Madagascar","9","9",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,NA,"count/month","dry","HRI","IRS","Madagascar","10","10",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,19,"count/month","rainy","HRI","IRS","Madagascar","11","11",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,1,210,"count/month","rainy","HRI","IRS","Madagascar","12","12",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,67,"count/month","rainy","HRI","IRS","Madagascar","1","1",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,2,28,"count/month","rainy","HRI","IRS","Madagascar","2","2",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,94,161,"count/month","rainy","RO","IRS","Madagascar","3","3",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,37,193,"count/month","rainy","RO","IRS","Madagascar","4","4",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,441,"count/month","dry","RO","IRS","Madagascar","5","5",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,174,"count/month","dry","RO","IRS","Madagascar","6","6",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,62,"count/month","dry","RO","IRS","Madagascar","7","7",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,49,"count/month","dry","RO","IRS","Madagascar","8","8",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,11,"count/month","dry","RO","IRS","Madagascar","9","9",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,8,3,"count/month","dry","RO","IRS","Madagascar","10","10",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,9,11,"count/month","rainy","RO","IRS","Madagascar","11","11",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,5,75,"count/month","rainy","RO","IRS","Madagascar","12","12",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,10,41,"count/month","rainy","RO","IRS","Madagascar","1","1",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,7,35,"count/month","rainy","RO","IRS","Madagascar","2","2",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,3,60,"count/month","rainy","RO","IRS","Madagascar","3","3",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,60,216,"count/month","rainy","RO","IRS","Madagascar","4","4",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,84,108,"count/month","dry","RO","IRS","Madagascar","5","5",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,12,88,"count/month","dry","RO","IRS","Madagascar","6","6",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,8,58,"count/month","dry","RO","IRS","Madagascar","7","7",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,18,39,"count/month","dry","RO","IRS","Madagascar","8","8",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,11,15,"count/month","dry","RO","IRS","Madagascar","9","9",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,NA,"count/month","dry","RO","IRS","Madagascar","10","10",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,12,21,"count/month","rainy","RO","IRS","Madagascar","11","11",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,8,61,"count/month","rainy","RO","IRS","Madagascar","12","12",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,6,33,"count/month","rainy","RO","IRS","Madagascar","1","1",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,13,27,"count/month","rainy","RO","IRS","Madagascar","2","2",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,1,64,"count/month","rainy","MBI","IRS","Madagascar","3","3",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,3,215,"count/month","rainy","MBI","IRS","Madagascar","4","4",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,1,47,"count/month","dry","MBI","IRS","Madagascar","5","5",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,1,62,"count/month","dry","MBI","IRS","Madagascar","6","6",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,13,"count/month","dry","MBI","IRS","Madagascar","7","7",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,5,"count/month","dry","MBI","IRS","Madagascar","8","8",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,NA,"count/month","dry","MBI","IRS","Madagascar","9","9",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,1,"count/month","dry","MBI","IRS","Madagascar","10","10",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,10,"count/month","rainy","MBI","IRS","Madagascar","11","11",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,8,"count/month","rainy","MBI","IRS","Madagascar","12","12",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,1,24,"count/month","rainy","MBI","IRS","Madagascar","1","1",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,18,"count/month","rainy","MBI","IRS","Madagascar","2","2",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,35,"count/month","rainy","MBI","IRS","Madagascar","3","3",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,207,"count/month","rainy","MBI","IRS","Madagascar","4","4",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,1,76,"count/month","dry","MBI","IRS","Madagascar","5","5",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,74,"count/month","dry","MBI","IRS","Madagascar","6","6",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,1,25,"count/month","dry","MBI","IRS","Madagascar","7","7",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,10,"count/month","dry","MBI","IRS","Madagascar","8","8",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,1,8,"count/month","dry","MBI","IRS","Madagascar","9","9",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,NA,"count/month","dry","MBI","IRS","Madagascar","10","10",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,6,"count/month","rainy","MBI","IRS","Madagascar","11","11",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,26,"count/month","rainy","MBI","IRS","Madagascar","12","12",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,2,"count/month","rainy","MBI","IRS","Madagascar","1","1",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,3,6,"count/month","rainy","MBI","IRS","Madagascar","2","2",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,4,152,"count/month","rainy","MBO","IRS","Madagascar","3","3",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,2,177,"count/month","rainy","MBO","IRS","Madagascar","4","4",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,3,222,"count/month","dry","MBO","IRS","Madagascar","5","5",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,3,230,"count/month","dry","MBO","IRS","Madagascar","6","6",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,1,34,"count/month","dry","MBO","IRS","Madagascar","7","7",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,30,"count/month","dry","MBO","IRS","Madagascar","8","8",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,6,"count/month","dry","MBO","IRS","Madagascar","9","9",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,3,"count/month","dry","MBO","IRS","Madagascar","10","10",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,33,"count/month","rainy","MBO","IRS","Madagascar","11","11",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,30,"count/month","rainy","MBO","IRS","Madagascar","12","12",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,3,96,"count/month","rainy","MBO","IRS","Madagascar","1","1",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,1,63,"count/month","rainy","MBO","IRS","Madagascar","2","2",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,191,"count/month","rainy","MBO","IRS","Madagascar","3","3",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,4,248,"count/month","rainy","MBO","IRS","Madagascar","4","4",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,3,150,"count/month","dry","MBO","IRS","Madagascar","5","5",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,54,"count/month","dry","MBO","IRS","Madagascar","6","6",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,44,"count/month","dry","MBO","IRS","Madagascar","7","7",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,24,"count/month","dry","MBO","IRS","Madagascar","8","8",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,11,"count/month","dry","MBO","IRS","Madagascar","9","9",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,NA,"count/month","dry","MBO","IRS","Madagascar","10","10",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,34,"count/month","rainy","MBO","IRS","Madagascar","11","11",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,4,56,"count/month","rainy","MBO","IRS","Madagascar","12","12",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,6,39,"count/month","rainy","MBO","IRS","Madagascar","1","1",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,2,35,"count/month","rainy","MBO","IRS","Madagascar","2","2",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,166,"count/month","rainy","HRI","IRS","Madagascar","3","3",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,3,124,"count/month","rainy","HRI","IRS","Madagascar","4","4",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,3,288,"count/month","dry","HRI","IRS","Madagascar","5","5",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,86,"count/month","dry","HRI","IRS","Madagascar","6","6",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,5,32,"count/month","dry","HRI","IRS","Madagascar","7","7",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,2,9,"count/month","dry","HRI","IRS","Madagascar","8","8",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,2,8,"count/month","dry","HRI","IRS","Madagascar","9","9",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,4,3,"count/month","dry","HRI","IRS","Madagascar","10","10",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,7,"count/month","rainy","HRI","IRS","Madagascar","11","11",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,24,"count/month","rainy","HRI","IRS","Madagascar","12","12",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,6,51,"count/month","rainy","HRI","IRS","Madagascar","1","1",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,17,"count/month","rainy","HRI","IRS","Madagascar","2","2",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,15,"count/month","rainy","HRI","IRS","Madagascar","3","3",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,4,131,"count/month","rainy","HRI","IRS","Madagascar","4","4",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,7,117,"count/month","dry","HRI","IRS","Madagascar","5","5",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,41,"count/month","dry","HRI","IRS","Madagascar","6","6",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,2,103,"count/month","dry","HRI","IRS","Madagascar","7","7",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,9,"count/month","dry","HRI","IRS","Madagascar","8","8",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,4,2,"count/month","dry","HRI","IRS","Madagascar","9","9",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,NA,"count/month","dry","HRI","IRS","Madagascar","10","10",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,1,19,"count/month","rainy","HRI","IRS","Madagascar","11","11",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,1,210,"count/month","rainy","HRI","IRS","Madagascar","12","12",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,1,67,"count/month","rainy","HRI","IRS","Madagascar","1","1",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,2,28,"count/month","rainy","HRI","IRS","Madagascar","2","2",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,38,161,"count/month","rainy","RO","IRS","Madagascar","3","3",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,81,193,"count/month","rainy","RO","IRS","Madagascar","4","4",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,202,441,"count/month","dry","RO","IRS","Madagascar","5","5",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,27,174,"count/month","dry","RO","IRS","Madagascar","6","6",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,20,62,"count/month","dry","RO","IRS","Madagascar","7","7",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,3,49,"count/month","dry","RO","IRS","Madagascar","8","8",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,2,11,"count/month","dry","RO","IRS","Madagascar","9","9",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,6,3,"count/month","dry","RO","IRS","Madagascar","10","10",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,3,11,"count/month","rainy","RO","IRS","Madagascar","11","11",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,9,75,"count/month","rainy","RO","IRS","Madagascar","12","12",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,11,41,"count/month","rainy","RO","IRS","Madagascar","1","1",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,15,35,"count/month","rainy","RO","IRS","Madagascar","2","2",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,60,"count/month","rainy","RO","IRS","Madagascar","3","3",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,68,216,"count/month","rainy","RO","IRS","Madagascar","4","4",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,17,108,"count/month","dry","RO","IRS","Madagascar","5","5",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,88,"count/month","dry","RO","IRS","Madagascar","6","6",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,7,58,"count/month","dry","RO","IRS","Madagascar","7","7",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,39,"count/month","dry","RO","IRS","Madagascar","8","8",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,8,15,"count/month","dry","RO","IRS","Madagascar","9","9",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,NA,NA,"count/month","dry","RO","IRS","Madagascar","10","10",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,9,21,"count/month","rainy","RO","IRS","Madagascar","11","11",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,5,61,"count/month","rainy","RO","IRS","Madagascar","12","12",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,13,33,"count/month","rainy","RO","IRS","Madagascar","1","1",NA,NA,NA,NA
"6168","spatial","funestus",NA,NA,53,27,"count/month","rainy","RO","IRS","Madagascar","2","2",NA,NA,NA,NA
"(Odhiambo et al)","spatial","arabiensis",NA,NA,66,177,"n",NA,"HRI","ITN","Kenya",NA,NA,NA,NA,NA,NA
"(Odhiambo et al)","spatial","funestus",NA,NA,75,489,"n",NA,"HRI","ITN","Kenya",NA,NA,NA,NA,NA,NA
"Awolola et al","spatial","gambiae",NA,NA,3018,7182,"n","both","HRI and WinExit","ITN","Nigeria","4","3",NA,NA,NA,NA
"Awolola et al","spatial","gambiae",NA,NA,573,7182,"n","both","HRI and WinExit","ITN","Nigeria",NA,NA,NA,NA,NA,NA
